0,HeartTeleport,320,304,,,,,,,,
0,CombatZoneResize,239,226,404,391,TLResume,,,,,
0,HeartTeleport,320,304,,,,,,,,
0,HeartMode,0,,,,,,,,,
0.2,SansSlam,2,,,,,,,,,
0,SansBody,HandLeft,,,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.444,0.26666,,
1.2,SansSlam,0,,,,,,,,,
0,SansBody,HandRight,,,,,,,,,
0,GasterBlaster,1,640,0,379,166,90,0.444,0.26666,,
4,SansAnimation,Idle,,,,,,,,,
0.3,HeartMode,0,,,,,,,,,
0.2,SansSlam,0,,,,,,,,,
0,SansBody,HandRight,,,,,,,,,
0,GasterBlaster,1,640,0,379,166,90,0.444,0.26666,,
1.2,SansSlam,2,,,,,,,,,
0,SansBody,HandLeft,,,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.444,0.26666,,
0.9,SansAnimation,Idle,,,,,,,,,
2,HeartMode,0,,,,,,,,,
0.1,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0,GasterBlaster,1,640,0,449,176,135,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,436,225,0.333,0.26666,,
0,GasterBlaster,1,0,480,189,436,315,0.333,0.26666,,
0,CombatZoneResizeInstant,239,226,404,391,,,,,,
3,HeartTeleport,320,304,,,,,,,,
0,HeartMode,0,,,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.444,0.16666,,
0,GasterBlaster,1,0,0,321,166,90,0.444,0.16666,,
0.9,GasterBlaster,1,640,0,379,166,90,0.444,0.16666,,
0,GasterBlaster,1,640,0,321,166,90,0.444,0.16666,,
0.9,GasterBlaster,1,0,0,259,166,90,0.444,0.16666,,
0,GasterBlaster,1,0,0,321,166,90,0.444,0.16666,,
0.9,GasterBlaster,1,640,0,379,166,90,0.444,0.16666,,
0,GasterBlaster,1,640,0,321,166,90,0.444,0.16666,,
3,CombatZoneResizeInstant,121,276,526,391,,,,,,
0,HeartMode,1,,,,,,,,,

































0,HeartTeleport,506,376,,,,,,,,
1,SansText,Your Good.,,,,,,,,,
0,SansText,But Not Good           Enough!,,,,,,,,,
0,SansSweat,0,,,,,,,,,
0,BlackScreen,1,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0.4,BlackScreen,0,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0,SansHead,Default,,,,,,,,,
0.3,Sound,Warning,,,,,,,,,
0.4,SineBones,20,-24,,,,,,,,
1.1,SansAnimation,Idle,,360,25,,,,,,
0,BlackScreen,1,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0.1,BlackScreen,0,,,,,,,,,
0,HeartTeleport,320,130,,,,,,,,
0,CombatZoneResizeInstant,289,480,494,311,,,,,,
0,HeartMode,1,3,,,,,,,,
0,GasterBlaster,1.98,10,30,44,100,90,0.5,0.1,0.6666,0.03333
0,CombatZoneResize,239,160,404,391,TLResume,,,,,
1,BlackScreen,1,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0.5,BlackScreen,0,,,,,,,,,
0,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.7,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,320,100,90,0.5,0.1,0.6666,0.03333
0.5,GasterBlaster,1.98,10,30,260,100,90,0.5,0.1,0.6666,0.03333
0,GasterBlaster,1.98,10,30,380,100,90,0.5,0.1,0.6666,0.03333
2,BlackScreen,1,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0.5,BlackScreen,0,,,,,,,,,
0.7,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,290,100,90,0.5,0.1,0.6666,0.03333
0.1,GasterBlaster,1.98,10,30,350,100,90,0.5,0.1,0.6666,0.03333
0,CombatZoneResize,133,251,508,391,TLResume,,,,,
2,HeartTeleport,320,376,,,,,,,,
0,HeartMode,1,,,,,,,,,
0.2,BoneV,503,286,100,2,300,1,,,,
0.23333,BoneV,503,366,20,2,300,0,,,,
0.5,BoneV,503,286,100,2,300,1,,,,
0.23333,BoneV,503,366,20,2,300,0,,,,
0.5,BoneV,503,286,100,2,300,1,,,,
0.23333,BoneV,503,366,20,2,300,0,,,,
0.93333,BoneV,128,366,20,0,300,0,,,,
0.4,BoneV,128,286,100,0,300,1,,,,
0.33333,BoneV,128,366,20,0,300,0,,,,
0.4,BoneV,128,286,100,0,300,1,,,,
0.33333,BoneV,128,366,20,0,300,0,,,,
0.4,BoneV,128,286,100,0,300,1,,,,
1.6,Platform,15,346,61,0,120,,,,,
0.4,BoneVRepeat,133,356,40,0,120,41,15,,,
1.2,Platform,-61,346,61,0,150,,,,,
1.7,Platform,-61,346,61,0,180,,,,,
1,BoneV,133,257,45,0,210,,,,,
0,BoneV,119,257,45,0,210,,,,,
0,BoneV,105,257,45,0,210,,,,,
2.3,BoneV,133,257,95,0,270,,,,,














0,BlackScreen,1,,,,,,,,,
0,Sound,Flash,,,,,,,,,
0.1,BlackScreen,0,,,,,,,,,
0,HeartTeleport,320,130,,,,,,,,
0,HeartMode,1,3,,,,,,,,
0,GasterBlaster,1.98,10,30,44,100,90,0.5,0.1,0.6666,
0,HeartTeleport,320,376,,,,,,,,0.03333
0,HeartMode,1,,,,,,,,,
2,BoneStab,2,60,0.8,0.4,,,,,,
0,SansSlam,2,,,,,,,,,
0,BoneStab,1,60,1.8,0.4,,,,,,
0,SansSlam,1,,,,,,,,,
0,BoneStab,3,60,2.4,0.4,,,,,,
0,SansSlam,3,,,,,,,,,
0,BoneStab,0,60,3.2,0.4,,,,,,
0,SansSlam,0,,,,,,,,,
1,SansSlam,1,,,,,,,,,
0.5,BoneV,503,330,50,2,100,0,,,,
0.5,BoneV,503,420,50,2,200,0,,,,
0.5,BoneV,503,510,70,2,255,1,,,,
0.3,BoneV,503,330,50,2,170,0,,,,
0.5,BoneV,503,345,50,2,200,1,,,,
0.5,BoneV,503,330,70,2,300,0,,,,
0.3,BoneV,503,510,50,2,140,0,,,,
0.5,BoneV,503,330,50,2,150,1,,,,
0.3,BoneV,503,420,70,2,120,0,,,,
























0,CombatZoneResize,133,251,508,391,TLResume,,,,,


0.3,SansSlam,1,,,,,,,,,
0.3,SansSlam,3,,,,,,,,,
0.3,SansSlam,2,,,,,,,,,
0.3,SansSlam,0,,,,,,,,,
0.3,SansSlam,2,,,,,,,,,
0.3,SansSlam,1,,,,,,,,,
0.2,SineBones,40,35,500,50,,,,,,
0,HeartMode,0,,,,,,,,,
4,SineBones,40,30,400,50,,,,,,
4,SineBones,20,25,600,50,,,,,,
4,HeartMode,1,,,,,,,,,
2,SansSlam,1,,,,,,,,,
2,SansText,Welp. You Won.,,,,,,,,,
0,BlackScreen,1E+50,,,,,,,,,
